Time (min),Intensity (mAU)
0.998882,0.068665
1.005550,0.067711
1.012218,0.067711
1.018885,0.068665
1.025553,0.070095
1.032220,0.072002
1.038888,0.073433
1.045555,0.075340
1.052223,0.076294
1.058890,0.076771
1.065558,0.076294
1.072226,0.074863
1.078893,0.073433
1.085561,0.072956
1.092228,0.072956
1.098896,0.073433
1.105563,0.074387
1.112231,0.075340
1.118899,0.076771
1.125566,0.077248
1.132234,0.077248
1.138901,0.078201
1.145569,0.081062
1.152236,0.084877
1.158904,0.088215
1.165571,0.090599
1.172239,0.091553
1.178906,0.091553
1.185574,0.091076
1.192242,0.090122
1.198909,0.089645
1.205577,0.088692
1.212244,0.087261
1.218912,0.087261
1.225579,0.088215
1.232247,0.088215
1.238914,0.088215
1.245582,0.088692
1.252249,0.090599
1.258917,0.092030
1.265585,0.091076
1.272252,0.089169
1.278920,0.087738
1.285587,0.086308
1.292255,0.084877
1.298923,0.083447
1.305590,0.082016
1.312258,0.081062
1.318925,0.080109
1.325593,0.079155
1.332260,0.076771
1.338928,0.074387
1.345595,0.072479
1.352263,0.070572
1.358930,0.068665
1.365598,0.066280
1.372266,0.064850
1.378933,0.063419
1.385601,0.061035
1.392268,0.055790
1.398936,0.043392
1.405603,0.018120
1.412271,-0.023365
1.418939,-0.080585
1.425606,-0.151157
1.432274,-0.244617
1.438941,-0.367641
1.445609,-0.500202
1.452276,-0.615597
1.458944,-0.699043
1.465611,-0.765324
1.472279,-0.813961
1.478946,-0.833035
1.485614,-0.835419
1.492282,-0.844955
1.498949,-0.875473
1.505617,-0.913143
1.512284,-0.953197
1.518952,-1.006603
1.525619,-1.081944
1.532287,-1.171589
1.538954,-1.246452
1.545622,-1.284122
1.552289,-1.281738
1.558957,-1.245499
1.565625,-1.187325
1.572292,-1.120090
1.578960,-1.070976
1.585627,-1.061916
1.592295,-1.089573
1.598963,-1.133919
1.605630,-1.176357
1.612298,-1.210213
1.618965,-1.234531
1.625633,-1.244545
1.632300,-1.234531
1.638968,-1.205921
1.645635,-1.166344
1.652303,-1.126766
1.658970,-1.095295
1.665638,-1.078606
1.672306,-1.080513
1.678973,-1.103878
1.685641,-1.146793
1.692308,-1.199245
1.698976,-1.243591
1.705643,-1.266479
1.712311,-1.263142
1.718979,-1.236916
1.725646,-1.189709
1.732314,-1.127720
1.738981,-1.067638
1.745649,-1.024246
1.752316,-1.002789
1.758984,-0.996113
1.765651,-0.998974
1.772319,-1.007557
1.778986,-1.018047
1.785654,-1.028061
1.792322,-1.036644
1.798989,-1.044750
1.805657,-1.052856
1.812324,-1.061916
1.818992,-1.073360
1.825659,-1.084805
1.832327,-1.089573
1.838995,-1.080036
1.845662,-1.053333
1.852329,-1.007080
1.858997,-0.935555
1.865665,-0.840187
1.872332,-0.728130
1.879000,-0.610352
1.885667,-0.494957
1.892335,-0.392914
1.899002,-0.311852
1.905670,-0.249863
1.912338,-0.204086
1.919005,-0.174999
1.925673,-0.149727
1.932340,-0.071526
1.939008,0.126839
1.945675,0.447273
1.952343,0.831127
1.959010,1.255035
1.965678,1.805782
1.972346,2.483368
1.979013,3.144264
1.985681,3.627777
1.992348,3.906727
1.999016,4.024029
2.005683,3.920555
2.012351,3.584385
2.019018,3.124237
2.025686,2.711296
2.032354,2.434254
2.039021,2.281189
2.045689,2.219677
2.052356,2.214909
2.059024,2.237797
2.065691,2.272606
2.072359,2.311230
2.079026,2.348423
2.085694,2.379894
2.092361,2.404690
2.099029,2.422810
2.105697,2.434731
2.112364,2.442837
2.119032,2.450943
2.125699,2.459526
2.132367,2.462387
2.139035,2.448559
2.145702,2.411366
2.152370,2.351761
2.159037,2.276421
2.165705,2.193928
2.172372,2.117157
2.179040,2.057552
2.185707,2.015114
2.192375,1.975060
2.199043,1.913071
2.205710,1.805782
2.212378,1.639843
2.219045,1.418114
2.225713,1.163483
2.232380,0.912189
2.239048,0.696659
2.245715,0.535488
2.252383,0.432491
2.259050,0.381947
2.265718,0.367165
2.272386,0.364780
2.279053,0.359058
2.285721,0.346661
2.292388,0.334263
2.299056,0.324726
2.305723,0.317097
2.312391,0.310421
2.319058,0.304699
2.325726,0.300407
2.332394,0.295162
2.339061,0.288963
2.345729,0.281811
2.352396,0.274658
2.359064,0.266552
2.365731,0.258923
2.372399,0.252247
2.379066,0.247478
2.385734,0.242710
2.392402,0.236988
2.399069,0.228882
2.405737,0.219345
2.412404,0.208855
2.419072,0.199795
2.425740,0.193119
2.432407,0.187874
2.439075,0.185490
2.445742,0.185013
2.452410,0.185013
2.459077,0.183582
2.465745,0.180721
2.472412,0.177383
2.479080,0.174999
2.485747,0.173569
2.492415,0.172138
2.499082,0.170708
2.505750,0.171185
2.512418,0.171661
2.519085,0.171661
2.525753,0.170708
2.532420,0.170708
2.539088,0.172138
2.545755,0.173569
2.552423,0.175476
2.559091,0.177860
2.565758,0.180721
2.572426,0.183105
2.579093,0.184536
2.585761,0.184536
2.592428,0.184536
2.599096,0.183582
2.605763,0.182152
2.612431,0.181198
2.619098,0.180244
2.625766,0.180244
2.632434,0.180721
2.639101,0.181198
2.645769,0.182152
2.652436,0.183105
2.659104,0.185013
2.665771,0.186443
2.672439,0.187874
2.679106,0.188828
2.685774,0.189304
2.692441,0.189781
2.699109,0.189304
2.705777,0.189304
2.712444,0.188828
2.719112,0.189304
2.725779,0.189304
2.732447,0.188828
2.739115,0.188828
2.745782,0.189304
2.752450,0.189781
2.759117,0.190258
2.765785,0.190735
2.772452,0.192642
2.779120,0.194550
2.785787,0.195503
2.792455,0.195980
2.799123,0.196457
2.805790,0.197887
2.812458,0.198841
2.819125,0.200272
2.825793,0.200748
2.832460,0.201702
2.839128,0.202656
2.845795,0.203133
2.852463,0.203609
2.859130,0.204563
2.865798,0.205994
2.872466,0.206947
2.879133,0.207424
2.885801,0.207424
2.892468,0.206470
2.899136,0.204563
2.905803,0.202656
2.912471,0.201225
2.919138,0.200748
2.925806,0.200272
2.932474,0.198841
2.939141,0.197411
2.945809,0.196934
2.952476,0.196934
2.959144,0.197411
2.965811,0.197887
2.972479,0.198364
2.979146,0.197887
2.985814,0.197887
2.992482,0.196934
2.999149,0.195980
3.005817,0.195503
3.012484,0.195980
3.019152,0.196934
3.025820,0.197887
3.032487,0.198841
3.039155,0.198364
3.045822,0.197411
3.052490,0.196457
3.059157,0.195503
3.065825,0.193119
3.072492,0.190735
3.079160,0.189304
3.085827,0.189304
3.092495,0.189781
3.099162,0.190735
3.105830,0.193119
3.112498,0.195980
3.119165,0.197887
3.125833,0.198841
3.132500,0.199795
3.139168,0.200272
3.145835,0.198841
3.152503,0.197411
3.159170,0.197411
3.165838,0.197887
3.172506,0.198364
3.179173,0.199318
3.185841,0.199795
3.192508,0.200748
3.199176,0.200272
3.205843,0.198364
3.212511,0.196457
3.219178,0.195026
3.225846,0.194073
3.232513,0.192642
3.239181,0.192165
3.245849,0.193119
3.252517,0.194073
3.259184,0.195503
3.265851,0.196934
3.272519,0.198841
3.279186,0.201225
3.285854,0.202179
3.292521,0.201225
3.299189,0.198841
3.305857,0.195980
3.312524,0.194073
3.319192,0.191689
3.325860,0.189304
3.332527,0.189304
3.339195,0.190258
3.345862,0.191689
3.352530,0.193119
3.359197,0.194073
3.365865,0.195503
3.372532,0.195980
3.379200,0.195980
3.385867,0.195503
3.392535,0.195026
3.399202,0.195503
3.405870,0.196934
3.412538,0.198841
3.419205,0.200748
3.425873,0.202179
3.432540,0.202656
3.439208,0.202179
3.445875,0.201225
3.452543,0.199318
3.459210,0.196934
3.465878,0.195503
3.472545,0.195980
3.479213,0.196457
3.485881,0.197411
3.492548,0.198364
3.499216,0.199795
3.505883,0.200272
3.512551,0.200272
3.519218,0.200272
3.525886,0.200748
3.532554,0.201225
3.539221,0.201225
3.545889,0.200272
3.552556,0.198841
3.559224,0.196934
3.565892,0.195503
3.572559,0.194550
3.579226,0.194073
3.585894,0.194550
3.592562,0.196457
3.599229,0.198364
3.605897,0.200272
3.612564,0.202656
3.619232,0.204563
3.625899,0.205517
3.632567,0.205517
3.639234,0.203609
3.645902,0.201702
3.652570,0.199318
3.659237,0.197887
3.665905,0.196457
3.672572,0.197411
3.679240,0.198841
3.685907,0.201225
3.692575,0.203133
3.699242,0.205040
3.705910,0.206947
3.712578,0.206947
3.719245,0.205517
3.725913,0.203609
3.732580,0.200272
3.739248,0.196934
3.745915,0.194073
3.752583,0.192165
3.759250,0.192165
3.765918,0.193596
3.772586,0.195980
3.779253,0.199318
3.785921,0.201702
3.792588,0.204086
3.799256,0.205517
3.805923,0.205040
3.812591,0.203609
3.819259,0.202656
3.825926,0.202179
3.832594,0.201225
3.839261,0.199795
3.845929,0.199795
3.852596,0.199795
3.859264,0.199318
3.865931,0.198841
3.872599,0.198364
3.879267,0.198364
3.885934,0.198364
3.892602,0.197887
3.899269,0.197887
3.905937,0.197887
3.912604,0.197411
3.919272,0.197411
3.925939,0.199318
3.932607,0.202656
3.939274,0.205040
3.945942,0.206470
3.952610,0.207424
3.959277,0.206947
3.965945,0.205040
3.972612,0.202656
3.979280,0.201225
3.985947,0.201225
3.992615,0.201702
3.999283,0.202656
4.005950,0.203609
4.012618,0.203609
4.019285,0.203609
4.025953,0.203609
4.032620,0.203609
4.039288,0.205040
4.045956,0.207424
4.052623,0.209332
4.059290,0.209808
4.065958,0.209332
4.072626,0.209332
4.079293,0.209332
4.085961,0.208378
4.092628,0.207424
4.099296,0.206947
4.105963,0.206947
4.112631,0.207901
4.119299,0.209332
4.125966,0.210285
4.132634,0.211239
4.139301,0.211239
4.145969,0.210762
4.152637,0.209808
4.159304,0.209332
4.165971,0.208855
4.172639,0.207901
4.179307,0.206947
4.185974,0.207901
4.192641,0.208855
4.199309,0.209332
4.205977,0.210285
4.212645,0.212669
4.219312,0.216007
4.225979,0.217915
4.232647,0.218868
4.239315,0.218868
4.245982,0.218391
4.252650,0.216961
4.259317,0.216007
4.265985,0.216484
4.272652,0.218868
4.279320,0.221252
4.285987,0.225067
4.292655,0.229836
4.299323,0.234127
4.305990,0.237942
4.312658,0.240803
4.319325,0.243187
4.325993,0.245094
4.332660,0.246048
4.339328,0.246048
4.345995,0.245571
4.352663,0.246525
4.359331,0.247002
4.365998,0.247002
4.372666,0.246525
4.379333,0.246525
4.386001,0.246525
4.392668,0.246048
4.399336,0.244617
4.406003,0.243187
4.412671,0.241756
4.419338,0.241280
4.426006,0.240326
4.432673,0.238419
4.439342,0.236511
4.446009,0.233650
4.452676,0.230312
4.459344,0.226974
4.466012,0.224590
4.472679,0.223637
4.479347,0.224113
4.486014,0.226021
4.492682,0.227928
4.499349,0.227928
4.506017,0.226498
4.512684,0.223160
4.519352,0.220299
4.526020,0.217438
4.532687,0.215054
4.539355,0.213146
4.546022,0.212669
4.552690,0.214100
4.559357,0.216484
4.566025,0.217915
4.572692,0.217915
4.579360,0.217438
4.586027,0.216484
4.592695,0.215054
4.599363,0.212193
4.606030,0.210285
4.612698,0.210285
4.619365,0.211239
4.626033,0.212669
4.632700,0.212669
4.639368,0.213146
4.646035,0.213146
4.652703,0.214100
4.659370,0.215054
4.666038,0.216484
4.672706,0.217915
4.679373,0.219345
4.686041,0.221252
4.692708,0.221729
4.699376,0.221729
4.706043,0.222206
4.712711,0.222206
4.719378,0.221252
4.726046,0.219822
4.732714,0.217915
4.739381,0.217438
4.746048,0.217438
4.752716,0.217915
4.759384,0.218868
4.766052,0.220776
4.772719,0.222206
4.779387,0.223637
4.786054,0.224113
4.792722,0.224113
4.799389,0.223637
4.806056,0.223637
4.812724,0.223160
4.819392,0.222683
4.826059,0.222206
4.832727,0.221729
4.839395,0.221729
4.846062,0.222206
4.852730,0.222206
4.859397,0.221729
4.866065,0.221252
4.872732,0.220299
4.879400,0.219822
4.886067,0.219345
4.892735,0.218391
4.899403,0.218868
4.906070,0.219822
4.912737,0.222206
4.919405,0.223637
4.926073,0.224590
4.932740,0.224590
4.939408,0.224113
4.946075,0.222683
4.952743,0.221729
4.959411,0.221252
4.966078,0.221729
4.972745,0.223637
4.979413,0.225544
4.986081,0.226498
4.992748,0.226021
4.999416,0.226021
5.006083,0.225544
5.012751,0.225067
5.019419,0.224590
5.026086,0.224113
5.032753,0.225067
5.039421,0.225544
5.046089,0.226021
5.052756,0.225544
5.059424,0.225544
5.066091,0.226974
5.072759,0.227928
5.079427,0.229836
5.086094,0.231266
5.092762,0.232697
5.099429,0.233173
5.106097,0.232220
5.112764,0.230312
5.119432,0.227928
5.126100,0.226021
5.132767,0.224590
5.139434,0.223637
5.146102,0.224113
5.152770,0.225544
5.159437,0.226021
5.166105,0.226498
5.172772,0.226498
5.179440,0.226021
5.186108,0.225544
5.192775,0.224113
5.199442,0.224590
5.206110,0.225544
5.212778,0.226021
5.219445,0.226974
5.226113,0.227928
5.232780,0.228405
5.239448,0.228405
5.246116,0.227451
5.252783,0.226498
5.259450,0.224590
5.266118,0.223160
5.272786,0.221252
5.279453,0.220776
5.286121,0.220299
5.292788,0.220299
5.299456,0.221252
5.306123,0.221252
5.312791,0.220776
5.319458,0.219345
5.326126,0.217438
5.332794,0.215530
5.339461,0.213623
5.346129,0.212193
5.352797,0.212193
5.359464,0.213146
5.366131,0.214577
5.372799,0.214577
5.379467,0.214577
5.386134,0.214100
5.392801,0.213146
5.399469,0.211239
5.406137,0.209332
5.412805,0.207901
5.419472,0.207424
5.426139,0.206947
5.432807,0.207424
5.439475,0.209332
5.446142,0.212193
5.452810,0.215054
5.459477,0.216961
5.466145,0.217915
5.472812,0.216961
5.479480,0.214577
5.486147,0.211716
5.492815,0.208855
5.499483,0.206470
5.506150,0.204086
5.512818,0.203133
5.519485,0.203609
5.526153,0.204563
5.532820,0.205040
5.539488,0.205040
5.546155,0.206470
5.552823,0.208855
5.559491,0.210762
5.566158,0.212669
5.572826,0.214577
5.579494,0.216007
5.586161,0.216484
5.592828,0.215054
5.599496,0.212193
5.606164,0.209332
5.612831,0.206947
5.619498,0.205517
5.626166,0.205517
5.632833,0.207424
5.639502,0.209808
5.646169,0.212193
5.652836,0.212669
5.659504,0.212669
5.666172,0.211716
5.672839,0.209808
5.679506,0.208855
5.686174,0.208378
5.692842,0.208378
5.699509,0.208378
5.706177,0.208378
5.712844,0.206947
5.719512,0.205040
5.726180,0.203609
5.732847,0.203609
5.739515,0.203609
5.746182,0.204086
5.752850,0.204563
5.759517,0.204563
5.766185,0.204086
5.772852,0.203609
5.779520,0.203133
5.786187,0.202179
5.792855,0.202656
5.799523,0.203609
5.806190,0.204086
5.812858,0.204563
5.819525,0.204563
5.826193,0.203133
5.832860,0.200748
5.839528,0.197411
5.846195,0.194550
5.852863,0.192642
5.859530,0.192165
5.866198,0.193119
5.872866,0.194550
5.879533,0.196457
5.886201,0.197411
5.892869,0.196934
5.899536,0.195980
5.906203,0.195503
5.912871,0.195503
5.919538,0.196457
5.926206,0.197887
5.932874,0.199795
5.939541,0.201702
5.946208,0.204086
5.952876,0.205994
5.959544,0.208855
5.966212,0.212193
5.972879,0.216484
5.979547,0.221729
5.986214,0.228882
5.992882,0.236988
5.999549,0.246525
6.006217,0.258446
6.012884,0.270844
6.019552,0.284195
6.026219,0.298977
6.032887,0.316143
6.039555,0.334263
6.046222,0.351906
6.052890,0.370026
6.059557,0.387669
6.066225,0.403881
6.072892,0.416756
6.079560,0.427723
6.086227,0.437260
6.092895,0.444412
6.099563,0.448704
6.106230,0.450134
6.112897,0.449657
6.119565,0.447750
6.126233,0.444889
6.132900,0.440598
6.139568,0.435352
6.146235,0.429630
6.152903,0.423431
6.159571,0.415325
6.166238,0.405312
6.172905,0.395298
6.179573,0.385284
6.186241,0.374794
6.192908,0.364780
6.199576,0.354290
6.206244,0.345230
6.212911,0.336647
6.219579,0.327110
6.226246,0.318050
6.232913,0.309944
6.239581,0.302792
6.246249,0.296116
6.252916,0.288486
6.259584,0.282764
6.266251,0.278473
6.272919,0.275135
6.279586,0.272751
6.286254,0.271320
6.292922,0.270844
6.299589,0.268936
6.306256,0.266075
6.312924,0.262260
6.319592,0.258446
6.326260,0.253201
6.332927,0.248432
6.339595,0.244617
6.346262,0.242233
6.352930,0.240326
6.359597,0.238419
6.366265,0.236034
6.372932,0.234127
6.379600,0.233173
6.386268,0.231266
6.392935,0.228405
6.399602,0.225067
6.406270,0.221729
6.412938,0.219345
6.419605,0.217438
6.426273,0.216007
6.432940,0.215530
6.439608,0.215530
6.446275,0.215054
6.452943,0.213623
6.459610,0.211716
6.466278,0.210285
6.472945,0.209808
6.479614,0.209808
6.486281,0.210762
6.492949,0.212193
6.499616,0.213146
6.506284,0.213146
6.512951,0.211716
6.519619,0.209808
6.526286,0.208855
6.532954,0.209332
6.539621,0.209332
6.546289,0.208378
6.552957,0.206947
6.559624,0.206947
6.566291,0.205994
6.572959,0.205040
6.579627,0.204563
6.586294,0.205040
6.592961,0.205994
6.599629,0.205994
6.606297,0.206470
6.612964,0.205994
6.619632,0.204563
6.626299,0.202179
6.632967,0.199318
6.639635,0.197411
6.646302,0.195026
6.652970,0.193596
6.659637,0.193119
6.666305,0.194550
6.672973,0.196457
6.679640,0.198364
6.686307,0.200748
6.692975,0.203133
6.699643,0.205040
6.706310,0.206947
6.712978,0.207901
6.719645,0.207424
6.726313,0.205994
6.732980,0.203609
6.739648,0.201702
6.746315,0.200748
6.752983,0.199795
6.759650,0.198841
6.766318,0.199795
6.772985,0.202179
6.779653,0.204563
6.786321,0.206947
6.792988,0.209332
6.799656,0.211716
6.806324,0.211716
6.812991,0.209332
6.819659,0.207424
6.826326,0.205517
6.832994,0.205040
6.839662,0.204086
6.846329,0.204086
6.852996,0.205517
6.859664,0.206470
6.866332,0.205994
6.872999,0.204086
6.879666,0.202179
6.886334,0.201702
6.893002,0.202656
6.899669,0.202179
6.906337,0.202656
6.913004,0.204086
6.919672,0.206947
6.926339,0.208378
6.933007,0.209332
6.939674,0.210285
6.946342,0.212193
6.953009,0.214100
6.959678,0.215054
6.966345,0.216007
6.973012,0.216484
6.979680,0.217438
6.986348,0.217915
6.993015,0.217915
6.999683,0.216961
7.006350,0.215530
7.013018,0.213623
7.019685,0.212193
7.026353,0.209808
7.033020,0.206947
7.039688,0.204086
7.046355,0.202179
7.053023,0.201225
7.059690,0.200748
7.066358,0.200748
7.073026,0.201702
7.079693,0.203133
7.086360,0.205040
7.093028,0.205994
7.099696,0.206470
7.106363,0.205994
7.113030,0.206470
7.119699,0.206947
7.126367,0.207424
7.133034,0.206947
7.139701,0.205994
7.146369,0.205517
7.153037,0.206470
7.159704,0.207901
7.166372,0.209332
7.173039,0.209808
7.179707,0.210285
7.186374,0.209332
7.193042,0.207901
7.199709,0.206470
7.206377,0.205040
7.213044,0.205040
7.219712,0.206947
7.226379,0.209332
7.233047,0.211716
7.239714,0.212669
7.246382,0.213146
7.253049,0.213623
7.259717,0.214577
7.266385,0.214577
7.273052,0.214577
7.279720,0.215530
7.286388,0.216484
7.293056,0.217438
7.299723,0.216961
7.306390,0.216484
7.313058,0.216961
7.319726,0.217438
7.326393,0.217438
7.333060,0.216007
7.339728,0.214577
7.346395,0.213146
7.353063,0.211716
7.359731,0.209808
7.366398,0.207901
7.373065,0.206947
7.379733,0.206470
7.386401,0.206470
7.393068,0.205517
7.399736,0.203133
7.406403,0.200748
7.413071,0.198364
7.419738,0.195980
7.426406,0.192642
7.433074,0.189304
7.439742,0.186443
7.446409,0.185013
7.453077,0.185490
7.459744,0.186920
7.466412,0.188828
7.473079,0.191689
7.479747,0.195503
7.486414,0.199795
7.493082,0.202656
7.499749,0.204563
7.506417,0.206470
7.513084,0.208378
7.519752,0.210762
7.526420,0.212669
7.533087,0.215054
7.539754,0.218868
7.546422,0.223160
7.553090,0.226021
7.559757,0.226974
7.566424,0.226498
7.573092,0.225067
7.579760,0.223160
7.586427,0.219822
7.593095,0.217438
7.599763,0.215530
7.606431,0.214577
7.613098,0.214100
7.619765,0.213623
7.626433,0.213623
7.633101,0.213623
7.639768,0.213623
7.646436,0.213623
7.653103,0.213623
7.659770,0.215530
7.666438,0.217438
7.673106,0.218391
7.679773,0.218868
7.686441,0.219345
7.693108,0.219345
7.699776,0.219345
7.706443,0.220299
7.713111,0.222206
7.719779,0.224113
7.726446,0.225067
7.733113,0.224590
7.739781,0.223637
7.746449,0.222206
7.753117,0.219822
7.759784,0.217915
7.766452,0.216484
7.773119,0.216961
7.779787,0.218391
7.786454,0.219345
7.793122,0.221729
7.799789,0.225067
7.806457,0.228882
7.813125,0.230312
7.819792,0.229359
7.826459,0.227928
7.833127,0.226021
7.839795,0.223637
7.846462,0.222683
7.853129,0.221729
7.859797,0.221252
7.866465,0.220299
7.873132,0.220299
7.879800,0.220776
7.886467,0.221252
7.893135,0.222206
7.899802,0.224113
7.906470,0.226021
7.913138,0.226974
7.919806,0.225067
7.926473,0.221252
7.933141,0.218391
7.939808,0.217438
7.946476,0.217915
7.953143,0.218391
7.959811,0.218391
7.966478,0.218391
7.973146,0.217915
7.979813,0.216961
7.986481,0.215530
7.993148,0.214100
7.999816,0.214100
8.006483,0.216484
8.013151,0.218868
8.019818,0.220776
8.026486,0.221252
8.033154,0.222206
8.039821,0.223160
8.046489,0.224590
8.053156,0.224590
8.059824,0.224113
8.066491,0.222206
8.073159,0.220299
8.079827,0.218391
8.086494,0.216484
8.093162,0.214577
8.099830,0.215054
8.106497,0.217438
8.113165,0.219822
8.119832,0.221729
8.126499,0.223637
8.133167,0.226021
8.139834,0.228405
8.146502,0.229359
8.153170,0.229359
8.159837,0.228405
8.166505,0.227451
8.173172,0.226974
8.179840,0.226498
8.186507,0.226021
8.193175,0.226498
8.199842,0.227928
8.206510,0.229359
8.213178,0.229836
8.219845,0.229359
8.226513,0.229359
8.233181,0.229359
8.239848,0.228882
8.246516,0.228405
8.253183,0.228405
8.259851,0.227928
8.266519,0.227451
8.273186,0.226974
8.279854,0.226974
8.286521,0.226498
8.293188,0.226021
8.299856,0.225544
8.306523,0.226021
8.313191,0.226974
8.319859,0.228405
8.326526,0.229836
8.333194,0.231266
8.339861,0.232220
8.346529,0.231266
8.353196,0.230312
8.359863,0.229359
8.366531,0.229359
8.373199,0.228405
8.379867,0.226974
8.386534,0.225067
8.393202,0.224113
8.399870,0.222206
8.406537,0.221252
8.413204,0.221729
8.419872,0.222206
8.426539,0.222206
8.433208,0.223160
8.439875,0.225067
8.446543,0.226021
8.453210,0.225544
8.459877,0.226021
8.466545,0.228405
8.473212,0.230789
8.479880,0.231743
8.486547,0.230789
8.493215,0.230789
8.499883,0.230312
8.506550,0.229836
8.513218,0.229359
8.519885,0.229836
8.526552,0.232697
8.533220,0.236034
8.539887,0.238895
8.546556,0.240326
8.553224,0.240326
8.559891,0.240326
8.566559,0.239372
8.573226,0.237942
8.579893,0.236511
8.586561,0.236034
8.593228,0.236034
8.599896,0.236034
8.606564,0.235081
8.613231,0.234604
8.619899,0.234604
8.626566,0.234604
8.633234,0.235081
8.639901,0.235558
8.646568,0.236511
8.653236,0.236988
8.659904,0.237465
8.666572,0.236511
8.673239,0.235558
8.679907,0.234127
8.686574,0.233650
8.693241,0.234127
8.699909,0.234604
8.706576,0.234604
8.713244,0.234127
8.719913,0.233650
8.726580,0.233173
8.733248,0.232697
8.739915,0.232220
8.746582,0.233173
8.753250,0.234127
8.759917,0.234604
8.766585,0.234604
8.773252,0.234604
8.779920,0.235558
8.786588,0.235558
8.793255,0.235081
8.799923,0.234127
8.806590,0.232697
8.813257,0.232220
8.819925,0.232220
8.826592,0.232697
8.833261,0.233650
8.839928,0.234604
8.846595,0.235558
8.853263,0.236034
8.859930,0.236034
8.866598,0.235558
8.873266,0.235558
8.879933,0.237465
8.886601,0.238419
8.893269,0.237942
8.899936,0.236511
8.906604,0.235081
8.913271,0.234604
8.919939,0.234127
8.926606,0.234604
8.933274,0.236034
8.939941,0.236511
8.946609,0.236034
8.953277,0.234604
8.959944,0.232220
8.966612,0.230312
8.973279,0.229359
8.979946,0.230312
8.986614,0.233173
8.993281,0.235558
8.999949,0.236988
9.006617,0.237465
9.013284,0.236034
9.019952,0.234604
9.026619,0.233650
9.033287,0.233650
9.039955,0.235081
9.046622,0.237465
9.053290,0.240326
9.059958,0.242710
9.066625,0.243664
9.073293,0.244141
9.079960,0.243664
9.086628,0.242710
9.093295,0.243187
9.099962,0.243664
9.106630,0.244141
9.113297,0.245094
9.119966,0.246525
9.126633,0.248432
9.133300,0.248909
9.139968,0.247955
9.146635,0.247002
9.153303,0.245571
9.159970,0.244617
9.166638,0.243187
9.173306,0.242233
9.179973,0.242233
9.186641,0.242710
9.193309,0.242233
9.199976,0.241756
9.206644,0.242233
9.213311,0.243187
9.219979,0.243664
9.226646,0.243664
9.233314,0.243664
9.239982,0.243664
9.246649,0.244141
9.253317,0.244141
9.259984,0.245094
