Time (min),Intensity (mAU)
0.622166,0.0054792284064659165
0.628834,0.0031501133846691667
0.635501,0.0010299467713858691
0.642169,-0.0006397420051976819
0.648836,-0.001923491114457515
0.655504,-0.0028711479897354075
0.662171,-0.0031956858264505384
0.668839,-0.0027511230884877053
0.675506,-0.0018181847807765528
0.682174,-0.0007079522120116385
0.688842,0.0004177954916720422
0.695509,0.0013703687044846332
0.702177,0.0019477758540795225
0.708844,0.002034384779094471
0.715512,0.0015992741607028112
0.722179,0.0007084504799627308
0.728847,-0.00034527424137185665
0.735514,-0.0011718335909491325
0.742182,-0.001579511790154817
0.74885,-0.0014689657789969503
0.755517,-0.0009022588495643214
0.762185,-0.00017760867897673833
0.768852,0.0004291678351243844
0.77552,0.0006789305957766511
0.782187,0.0004105263021267372
0.788855,-0.00035268897776646413
0.795523,-0.0014268326712085777
0.80219,-0.002594707655716626
0.808858,-0.003709490450519215
0.815525,-0.004681964391318842
0.822193,-0.005624474896146427
0.82886,-0.006703081366014806
0.835528,-0.00783069879899484
0.842195,-0.008854146268893262
0.848863,-0.009668891759018541
0.855531,-0.010181633695570586
0.862198,-0.010411618455623228
0.868866,-0.01043294489613766
0.875533,-0.01030749426022402
0.882201,-0.010143982370997456
0.888868,-0.010127829143608654
0.895536,-0.010409045667860382
0.902203,-0.010922784042724641
0.908871,-0.011538686280195918
0.915538,-0.012244518531078677
0.922206,-0.013013344917321522
0.928874,-0.013763587961983792
0.935541,-0.014420797850255745
0.942209,-0.014900651704352733
0.948876,-0.015146356633102844
0.955544,-0.015177386516253073
0.962211,-0.015026843604107037
0.968879,-0.014738110763389116
0.975546,-0.014428728409409657
0.982214,-0.01424539049361188
0.988882,-0.014286099965004817
0.995549,-0.014538418112889539
1.002217,-0.014921182137113565
1.008884,-0.015359372659945754
1.015552,-0.015764562606345296
1.022219,-0.016053531421089534
1.028887,-0.01619078105519844
1.035555,-0.01620686174422086
1.042222,-0.016145424043064443
1.04889,-0.016007349055799792
1.055557,-0.015783774890101555
1.062225,-0.015441251125551649
1.068892,-0.014950980817480294
1.07556,-0.014370575369179447
1.082227,-0.013784025179158662
1.088895,-0.013251900655003371
1.095562,-0.012825799421468345
1.10223,-0.01249114095974099
1.108898,-0.012184123143442362
1.115565,-0.011856953421082582
1.122233,-0.011471346210705363
1.1289,-0.011036205990383189
1.135568,-0.010614403578709162
1.142235,-0.010285628092134288
1.148903,-0.010127177567259196
1.155571,-0.010176914150156357
1.162238,-0.01043323521553877
1.168905,-0.010855071984321105
1.175573,-0.011386366553286387
1.182241,-0.01200021631726346
1.188908,-0.01267717213128686
1.195576,-0.013408044258164702
1.202243,-0.014177408210251312
1.208911,-0.014887705413525205
1.215578,-0.015410889743180053
1.222246,-0.01566572702859538
1.228914,-0.015610636944659358
1.235581,-0.015317460838563585
1.242249,-0.014942739027844064
1.248916,-0.014612877971355949
1.255584,-0.014429812057813362
1.262251,-0.014387325404667948
1.268919,-0.014369379916035398
1.275586,-0.014261222031097637
1.282254,-0.013979209242707485
1.288922,-0.013585982520694892
1.295589,-0.013266074435012347
1.302257,-0.013215036127425056
1.308924,-0.013601445335168796
1.315592,-0.014419185362917739
1.322259,-0.01552281930204792
1.328927,-0.01674014727239883
1.335595,-0.017916111896181808
1.342262,-0.019054322933215923
1.34893,-0.020289036308213094
1.355597,-0.021824121068429715
1.362265,-0.023889986345130423
1.368932,-0.02634046489366109
1.3756,-0.028912885155451346
1.382267,-0.03198698491717451
1.388935,-0.03649536845464708
1.395602,-0.04426764641348407
1.40227,-0.05778819476223811
1.408938,-0.07816290030340337
1.415605,-0.10581272526574034
1.422273,-0.14289512040380373
1.42894,-0.19390351554336344
1.435608,-0.26324790376167484
1.442275,-0.3519347420396689
1.448943,-0.45710413338017075
1.455611,-0.5747178184209356
1.462278,-0.6978700342562774
1.468946,-0.8154828638807217
1.475613,-0.9140405121760127
1.482281,-0.9849690442154759
1.488948,-1.0292572192965421
1.495616,-1.05340505221297
1.502283,-1.0657637026854687
1.508951,-1.0750131099085691
1.515618,-1.0912583179105222
1.522286,-1.1249611733898894
1.528954,-1.1766761420654566
1.535621,-1.2383011905284909
1.542289,-1.2980236295925138
1.548956,-1.3449025751441528
1.555624,-1.3693516094148728
1.562291,-1.3631582820054648
1.568959,-1.3261591229615688
1.575626,-1.268082164297485
1.582294,-1.205558786496884
1.588962,-1.153693502838916
1.595629,-1.1189906277385464
1.602297,-1.1021074000331301
1.608964,-1.1000027920561597
1.615632,-1.1059749844441429
1.622299,-1.1110663676377182
1.628967,-1.1088042779628715
1.635635,-1.0991736514139903
1.642302,-1.0865314005271054
1.64897,-1.074913761535132
1.655637,-1.065580217409432
1.662305,-1.057906509927645
1.668972,-1.0499810202895643
1.67564,-1.0396010648447123
1.682307,-1.0240049058381788
1.688975,-1.0018514010073625
1.695642,-0.9738528557071664
1.70231,-0.9424998118015625
1.708978,-0.910778709152342
1.715645,-0.8798486311247604
1.722313,-0.8501876771519427
1.72898,-0.8223620577946344
1.735648,-0.7957714073447748
1.742315,-0.7695281151748696
1.748983,-0.7435427313124345
1.755651,-0.7200766430709453
1.762318,-0.7026437180179417
1.768986,-0.6947265659465629
1.775653,-0.6982011182840078
1.782321,-0.7119084055508177
1.788988,-0.7322760863259987
1.795656,-0.7555367594664635
1.802323,-0.7776816654448859
1.808991,-0.7956711239364707
1.815658,-0.808030316425494
1.822326,-0.8147468896117966
1.828994,-0.8166180835462182
1.835661,-0.8130688834190898
1.842329,-0.8016232285155285
1.848996,-0.7780435798847094
1.855664,-0.7378164999637009
1.862331,-0.6798519356967865
1.868999,-0.6061644887806483
1.875666,-0.5221856638972194
1.882334,-0.4357237134571608
1.889001,-0.35508321203893756
1.895669,-0.287858630699174
1.902337,-0.23881824192750797
1.909004,-0.20913117369540607
1.915672,-0.19763537765420428
1.922339,-0.20404761893732634
1.929007,-0.22424121753352
1.935674,-0.2426626760466017
1.942342,-0.23764342462859828
1.94901,-0.18794201016992843
1.955677,-0.06349814400721143
1.962345,0.17733765715088762
1.969012,0.566900990714039
1.97568,1.09826236049416
1.982347,1.7271633937703919
1.989015,2.387714648094581
1.995682,3.0003300908287613
2.00235,3.481495937861097
2.009017,3.759201011496556
2.015685,3.802364046515538
2.022353,3.6382944195529703
2.02902,3.3393482445403313
2.035688,2.988912077519344
2.042355,2.653497723304586
2.049023,2.3863682238270805
2.05569,2.2224269546355924
2.062358,2.164886798950068
2.069026,2.188614919611461
2.075693,2.260788360271982
2.082361,2.3578704810274433
2.089028,2.4629663945510263
2.095696,2.5631826308789867
2.102363,2.6513818552576662
2.109031,2.724392438282015
2.115699,2.7791027221495215
2.122366,2.8104400825691584
2.129034,2.8135738487821795
2.135701,2.7833858989279916
2.142369,2.7174421864953464
2.149036,2.616792517583839
2.155704,2.4887206638199286
2.162371,2.3456171556739633
2.169039,2.2011096328255775
2.175706,2.0633041938457817
2.182374,1.9286501671011984
2.189042,1.7847817436812883
2.195709,1.618046872212779
2.202377,1.4185139915269316
2.209044,1.185320092521236
2.215712,0.9296968322723904
2.222379,0.6740997188301374
2.229047,0.4469819953210609
2.235714,0.270735742658284
2.242382,0.15574913032027393
2.24905,0.09740731032637368
2.255717,0.08086800794046649
2.262385,0.08902323496583192
2.269052,0.10549841869527088
2.27572,0.11871978821967913
2.282387,0.12423757119189262
2.289055,0.12266903257156814
2.295722,0.11815389677557715
2.30239,0.11360422362311498
2.309058,0.1110737474228689
2.315725,0.11045543636176022
2.322393,0.11071539198547742
2.32906,0.11107864574924559
2.335728,0.11060788457069082
2.342396,0.10855893672829492
2.349063,0.10499289348463739
2.355731,0.09978902663019559
2.362398,0.0933851658810762
2.369066,0.08640766982537784
2.375733,0.07936755844165728
2.382401,0.07238634874023125
2.389068,0.06529992878143505
2.395736,0.05788997008826464
2.402403,0.04996152791114068
2.409071,0.04178407448339639
2.415738,0.03386915470109102
2.422406,0.026677656692650653
2.429074,0.020678756178714848
2.435741,0.016111388235883144
2.442409,0.012982772001394869
2.449076,0.011124868488062262
2.455744,0.010248236112807577
2.462411,0.010034262734644656
2.469079,0.010139386703396532
2.475746,0.010391667273233257
2.482414,0.010688172839159342
2.489082,0.010838509701604115
2.495749,0.01073111494891487
2.502417,0.010279738892405051
2.509084,0.00943282683055885
2.515752,0.008336676275266797
2.522419,0.007182103644264915
2.529087,0.006042475910000067
2.535754,0.004998333875282935
2.542422,0.0041716004480172875
2.54909,0.0036428806465963223
2.555757,0.0034801960074055567
2.562425,0.0037206372461683914
2.569092,0.004309530498539156
2.57576,0.005167310665215058
2.582428,0.006264259520805532
2.589095,0.00754370009299401
2.595762,0.008857760872688452
2.60243,0.010045891295328069
2.609097,0.010950749864608846
2.615765,0.01142910747930792
2.622433,0.011497892282161592
2.6291,0.011287565311381066
2.635768,0.01089339810346086
2.642435,0.010443666660849569
2.649103,0.010201317909060554
2.65577,0.010432945624624324
2.662438,0.011226506747757763
2.669106,0.012532054780867913
2.675773,0.014063045659709724
2.682441,0.015382208871201043
2.689108,0.01622492222919836
2.695776,0.016394473621286258
2.702443,0.01582202160643438
2.709111,0.014703574098125456
2.715779,0.013357209247923746
2.722446,0.012107185206063891
2.729114,0.011100366988885928
2.735781,0.010314635897069114
2.742449,0.009611957792948947
2.749116,0.008821185953637354
2.755784,0.007965632415226133
2.762451,0.007194873591284493
2.769119,0.00673432086091277
2.775786,0.0068237097644297875
2.782454,0.007562750809635793
2.789122,0.00893946081148947
2.795789,0.01068885784236428
2.802457,0.012408340756028768
2.809124,0.013902890106602
2.815792,0.015082265193445132
2.822459,0.01590701136709513
2.829127,0.016412720549102474
2.835794,0.016635905178031568
2.842462,0.01665314537592652
2.849129,0.016563706063055284
2.855797,0.016412192954952567
2.862465,0.01607526111929975
2.869132,0.015407352954519681
2.8758,0.014469684903032354
2.882467,0.01335751387577487
2.889135,0.012218062245326629
2.895802,0.01132699981923595
2.90247,0.010897232044228024
2.909138,0.01105660372745523
2.915805,0.011788054906466151
2.922473,0.012880965933746272
2.92914,0.013954130002187655
2.935808,0.014579600139433603
2.942476,0.014594519117873947
2.949143,0.014054437939180275
2.955811,0.013060880023145528
2.962478,0.01178506121623963
2.969146,0.010579348429405073
2.975813,0.009871549344758892
2.982481,0.00980633440911246
2.989148,0.010336757663981361
2.995816,0.011300463100110191
3.002483,0.012418676980667556
3.009151,0.01354861426596443
3.015818,0.014524514422896713
3.022486,0.015021557774267245
3.029154,0.014880441583080791
3.035821,0.014321072096311878
3.042489,0.013638676352583569
3.049156,0.012930233356090639
3.055824,0.012287385767137369
3.062491,0.011851913206060383
3.069159,0.011719249632165932
3.075826,0.011899154288402873
3.082494,0.012318296074032689
3.089162,0.012912238655732653
3.095829,0.013647103835721628
3.102497,0.014539862330458952
3.109164,0.01560283606514135
3.115832,0.01676151683751162
3.122499,0.01796868341811588
3.129167,0.019266722322518814
3.135834,0.020659678103311794
3.142502,0.022050652516764777
3.149169,0.023350086187240476
3.155837,0.024499219906200572
3.162505,0.025412755141237267
3.169173,0.026014993233677945
3.17584,0.02625778003871892
3.182508,0.02609201801136493
3.189175,0.025498905211236815
3.195843,0.024524117700016022
3.20251,0.02327193572988682
3.209177,0.022016184717131473
3.215845,0.021123177704249697
3.222513,0.020823756619359552
3.22918,0.021242144766107817
3.235848,0.022275047268058797
3.242516,0.02358689612039306
3.249183,0.02486079492114506
3.255851,0.025790846045702028
3.262518,0.026081559156212446
3.269186,0.0255894080343821
3.275853,0.024457593222248525
3.282521,0.022964578760051525
3.289188,0.021368721099198077
3.295856,0.019938496741641075
3.302523,0.01880384423926882
3.309191,0.018027143425831966
3.315858,0.017625279784123406
3.322526,0.017452770839436933
3.329194,0.017373094378373446
3.335861,0.017310596097911773
3.342529,0.017265663460493748
3.349196,0.017328629726051783
3.355864,0.01762440075551612
3.362531,0.018301404630945248
3.369199,0.01944326008816453
3.375866,0.02101021254270543
3.382534,0.022831943033086527
3.389201,0.02469917836983858
3.395869,0.026353554502910714
3.402537,0.027478806711787866
3.409204,0.02792340560237331
3.415872,0.027671025519615068
3.422539,0.026793931075767146
3.429207,0.025485187618420883
3.435874,0.023919844870821445
3.442542,0.022289700032706097
3.449209,0.020849328772673727
3.455877,0.019760118641755066
3.462545,0.019008100282458328
3.469212,0.01853522272974535
3.47588,0.01823063277367578
3.482548,0.01789837192824487
3.489215,0.01745242714014536
3.495883,0.01689403112162849
3.50255,0.0163553671360075
3.509218,0.01612243184757271
3.515885,0.016405708772230014
3.522553,0.017336735893943987
3.52922,0.01887682969415987
3.535888,0.020761000674853126
3.542555,0.022650462491662388
3.549223,0.024223367231861234
3.55589,0.025264728904644346
3.562558,0.025707566228629315
3.569226,0.025787676631698144
3.575893,0.025871930126284186
3.582561,0.02607725368984172
3.589228,0.026399462047306768
3.595896,0.02674556835574905
3.602563,0.026955730920877597
3.609231,0.026955938625394096
3.615898,0.026684979544067206
3.622566,0.02624269834509635
3.629233,0.025916564990872366
3.635901,0.02604275434651951
3.642569,0.026896052225715734
3.649236,0.028380494825249673
3.655904,0.030187346146319165
3.662571,0.032019914447081216
3.669239,0.03347264655524747
3.675906,0.03405985495876246
3.682574,0.03343610709192749
3.689242,0.03182645939464477
3.695909,0.029798407106136585
3.702577,0.02777924062219403
3.709244,0.026158109091720408
3.715912,0.025173913024542083
3.722579,0.024897499777457578
3.729247,0.025374370952430052
3.735915,0.026488056894831573
3.742582,0.02785035030980628
3.74925,0.02907047341205261
3.755917,0.030118808026581616
3.762585,0.03100893112422888
3.769252,0.0316199568872877
3.77592,0.03197812403450853
3.782587,0.03215295572789462
3.789255,0.03219669302752315
3.795922,0.03224606328407967
3.80259,0.03239226707144823
3.809258,0.032577297536651256
3.815925,0.032732570604632805
3.822593,0.032844161875658924
3.82926,0.0328781735149658
3.835928,0.03279312469481455
3.842595,0.032535070423383446
3.849263,0.032029611589526975
3.85593,0.03124694565138248
3.862598,0.030295199340208964
3.869266,0.029355988174298107
3.875933,0.02848148021596742
3.882601,0.02765349482162024
3.889268,0.026955252852740134
3.895936,0.026464227676350295
3.902603,0.02603730259080228
3.909271,0.025472843910815827
3.915939,0.024865753534336753
3.922606,0.024471084173038574
3.929274,0.0244933921676636
3.935941,0.02505857457650506
3.942609,0.025996001611799005
3.949276,0.027018958896165637
3.955944,0.028073083120745454
3.962612,0.029074423558332504
3.969279,0.02965229420516817
3.975947,0.02953437115200589
3.982614,0.028977395352915408
3.989282,0.028373647691939133
3.995949,0.027880603074624394
4.002617,0.02762749772595607
4.009284,0.02763530719747545
4.015952,0.027833923583857174
4.022619,0.028256231029991925
4.029287,0.028829439367156158
4.035954,0.029211794189875795
4.042622,0.029105943235860778
4.04929,0.028585955626022782
4.055957,0.02781970826216664
4.062625,0.026888899105320913
4.069293,0.02597264364410697
4.07596,0.02529179458386603
4.082627,0.025010651431564227
4.089295,0.025107221572736434
4.095963,0.02538195807204953
4.10263,0.02565818065951131
4.109297,0.025831485440374967
4.115965,0.025909389651617286
4.122633,0.025958264081075343
4.129301,0.026056757923085608
4.135968,0.026326995163549957
4.142635,0.02685276943533725
4.149303,0.027612654892761303
4.155971,0.028439877785039223
4.162638,0.029166029169797658
4.169306,0.029744159048737707
4.175973,0.03010725038823898
4.182641,0.03017541646687378
4.189308,0.029932646294094426
4.195976,0.029411725970334
4.202643,0.028674574847613307
4.209311,0.027756345561044532
4.215979,0.026695941488666917
4.222646,0.02556528578148747
4.229314,0.024412941026671513
4.235981,0.023257600531691548
4.242649,0.022123886300341622
4.249316,0.021061879938935935
4.255984,0.020136708619175943
4.262651,0.019425346688657266
4.269319,0.01898935275609581
4.275987,0.018827296920178448
4.282654,0.01890311063867
4.289322,0.01917425731326723
4.29599,0.019584159064666325
4.302657,0.020062568844527222
4.309324,0.020543861882147275
4.315992,0.021001877534323723
4.322659,0.021440505930699322
4.329327,0.021915016101513883
4.335994,0.022522868822382275
4.342662,0.023322029647628584
4.349329,0.02435010490779576
4.355998,0.025643580181686547
4.362665,0.02718506588310081
4.369332,0.028891912536813513
4.376,0.030636002667428698
4.382668,0.03215736601460957
4.389335,0.033139169442293885
4.396002,0.03341891575543688
4.40267,0.032941031142701846
4.409338,0.031860847122301875
4.416005,0.030548807600961677
4.422673,0.029318438609691785
4.42934,0.028438804226390287
4.436008,0.028116427812634123
4.442676,0.028367602623477525
4.449343,0.028932900060718202
4.456011,0.029437510114304094
4.462678,0.029675854660122826
4.469346,0.029565234386957955
4.476013,0.02913545796149177
4.482681,0.02848095008225665
4.489348,0.0277326544072038
4.496016,0.027110048425909847
4.502683,0.026691741518948896
4.509351,0.026422823464676
4.516019,0.026263186891054235
4.522686,0.026174730402005138
4.529354,0.026156868929206812
4.536021,0.026176579539701282
4.542689,0.026152104494242517
4.549356,0.026086340145565587
4.556024,0.026094033946634856
4.562691,0.026251607989429125
4.569359,0.026531391975869376
4.576026,0.026930664671721956
4.582694,0.02748305636682569
4.589362,0.028145062832725873
4.596029,0.028686176712086897
4.602697,0.028817422920313123
4.609365,0.028407175296453823
4.616032,0.027416688728642055
4.622699,0.026016722403413295
4.629367,0.024595488800219896
4.636034,0.023492658031952076
4.642702,0.022978741970530972
4.64937,0.02312524578242333
4.656037,0.02375766324907039
4.662704,0.02460390727937855
4.669372,0.025378666706383324
4.67604,0.025914676637058175
4.682708,0.026175153243387754
4.689375,0.026280468585709486
4.696043,0.026390447833675564
4.70271,0.026504363972692457
4.709378,0.02656726118567815
4.716045,0.02647641031448794
4.722713,0.026144512598283067
4.72938,0.02573820169957644
4.736048,0.02550744297610487
4.742715,0.02555726708647832
4.749383,0.025906929677051375
4.756051,0.026415548805049108
4.762718,0.026810136443581236
4.769386,0.026822430319128086
4.776053,0.026241860722689872
4.782721,0.02518501842420915
4.789388,0.024031677991501667
4.796056,0.02315725864763654
4.802723,0.022875304128751307
4.809391,0.0232254758569826
4.816059,0.024036018018009885
4.822726,0.025029549472532733
4.829393,0.02583802680143564
4.836061,0.026272022778767615
4.842729,0.02634307285809421
4.849396,0.026193527519567904
4.856064,0.02599774615171574
4.862731,0.025870204190077517
4.869399,0.02593405691476382
4.876067,0.026169561091270253
4.882734,0.026459204856706997
4.889401,0.026813937257571287
4.896069,0.027295724247964934
4.902737,0.027975668091699157
4.909404,0.028857114648319138
4.916072,0.02965060310263282
4.92274,0.029991506362488048
4.929407,0.029724200969715273
4.936075,0.02877059028947984
4.942742,0.02729486710164087
4.949409,0.02575959309576721
4.956077,0.02462506084274156
4.962745,0.02426625648063729
4.969412,0.02480861462582195
4.97608,0.026106097994526522
4.982747,0.027862996238462737
4.989415,0.02971309548786561
4.996083,0.0313628872157301
5.00275,0.032626612596174435
5.009418,0.03353069724765764
5.016085,0.03415700631162293
5.022753,0.03440632159749879
5.02942,0.03417715453013023
5.036088,0.0333700005239629
5.042756,0.03193672759391105
5.049423,0.030196499755012596
5.05609,0.028628450208794676
5.062758,0.027579896526403344
5.069426,0.02732870251364378
5.076093,0.02792631456067321
5.082761,0.029180298845513687
5.089428,0.030796262143673203
5.096096,0.03239120450558842
5.102764,0.03355879174901981
5.109431,0.03400166790316897
5.116098,0.033837528768894246
5.122766,0.03338285556410548
5.129434,0.032694538887242074
5.136101,0.0317854157086291
5.142769,0.030769932583224364
5.149436,0.029767253977463094
5.156104,0.02889818026392985
5.162772,0.028248103114785934
5.169439,0.027905520708685565
5.176106,0.028013759443208823
5.182774,0.028739496291788322
5.189442,0.030091497261257903
5.196109,0.031709400405807595
5.202777,0.03315157766635132
5.209444,0.03419821784429941
5.216112,0.03465537444459188
5.222779,0.034325793858806304
5.229447,0.03318957206218664
5.236115,0.03153495205012021
5.242782,0.029796771605975395
5.24945,0.028259119081104414
5.256117,0.027119043203610128
5.262785,0.02647373852749589
5.269453,0.026308711334723553
5.27612,0.02660065687388026
5.282787,0.027240062576191257
5.289455,0.02804941015030772
5.296123,0.028901823653903452
5.30279,0.029780404858145905
5.309457,0.03065488752886472
5.316125,0.031398353014640744
5.322793,0.031915502902527745
5.329461,0.03207106556909156
5.336128,0.03168724138336114
5.342795,0.030782204463994423
5.349463,0.029511724330214446
5.356131,0.02803828205917707
5.362798,0.026567575725789168
5.369465,0.025335705228485855
5.376133,0.024559940852105538
5.382801,0.02435026783521771
5.389468,0.024664541904828426
5.396136,0.02528737167538634
5.402803,0.02596010128834613
5.409471,0.026545047754885975
5.416139,0.026907565493173094
5.422806,0.026956430517835604
5.429474,0.026738716755202264
5.436141,0.0263320841589214
5.442809,0.025816578815791233
5.449476,0.02529009780291638
5.456144,0.02485821759560742
5.462811,0.024587863669126058
5.469479,0.024489747153478146
5.476147,0.02450606294192728
5.482814,0.02453948336196939
5.489482,0.024546046542479147
5.496149,0.024458358750178884
5.502817,0.024012660554492367
5.509484,0.022939073695890884
5.516152,0.021359372960323742
5.52282,0.019608147995430977
5.529487,0.017980147381824237
5.536154,0.016819734242396543
5.542822,0.016496971119026607
5.549489,0.017284137256767564
5.556158,0.019022462228485998
5.562825,0.021170085436687164
5.569492,0.023155666880340493
5.57616,0.024508184682416292
5.582828,0.02510232369036438
5.589495,0.0249953651105281
5.596162,0.024193872577170816
5.60283,0.022864696899828556
5.609498,0.021400484765785283
5.616165,0.020129074626484784
5.622833,0.018992345619925043
5.6295,0.01788376884679112
5.636168,0.016933317916241437
5.642836,0.016211594330663357
5.649503,0.015736799335341424
5.656171,0.015518570480735155
5.662838,0.01539038077885773
5.669506,0.015161798456868901
5.676173,0.014784779737733976
5.682841,0.014220190319602062
5.689508,0.013444975165004796
5.696176,0.01254202235377238
5.702843,0.011624519849984478
5.709511,0.010795151626561111
5.716179,0.010149620378462627
5.722846,0.009743425985979094
5.729514,0.00955220868843725
5.736181,0.009511144536615432
5.742849,0.009522006372481772
5.749516,0.009455040814049784
5.756184,0.009248164268226732
5.762851,0.008860925941571736
5.769519,0.008211141328558425
5.776186,0.007260960598822471
5.782854,0.006034351158083182
5.789522,0.004596032202339556
5.796189,0.0031429349484398813
5.802857,0.0019337817708292844
5.809525,0.0011151514978720728
5.816192,0.0007749461713220993
5.822859,0.0009121002408119304
5.829527,0.001388437208837764
5.836195,0.002010012631624986
5.842862,0.0025502516167606256
5.84953,0.0027786404883645647
5.856197,0.0025515233779699114
5.862864,0.0019999054495926294
5.869532,0.0013961658091185473
5.8762,0.0008944513642060242
5.882868,0.0006167690139139711
5.889535,0.000668519885530365
5.896203,0.0010766690238646886
5.90287,0.0016689820092755775
5.909538,0.002123714000093203
5.916205,0.0022022033748463807
5.922873,0.001785243737328801
5.92954,0.0010446877567468955
5.936208,0.00033385610869436454
5.942875,-0.00011257376557581443
5.949543,-1.7124376095571608e-05
5.956211,0.0009859820668242203
5.962878,0.0031353132460522114
5.969546,0.006467460677278165
5.976213,0.010977366787399287
5.982881,0.01668077402203558
5.989548,0.023563556041884204
5.996216,0.03171634206036494
6.002883,0.04124330497615293
6.009551,0.05214841706879304
6.016219,0.06445535364519472
6.022886,0.07815941263826648
6.029553,0.09318492743817489
6.036222,0.10945464653957275
6.042889,0.12680991082144832
6.049556,0.14490076917026368
6.056224,0.1632451970209392
6.062891,0.1810861236424047
6.069559,0.1975022590749695
6.076227,0.21186833366516328
6.082894,0.2237837693712304
6.089561,0.2330859449019959
6.096229,0.2399452710159113
6.102897,0.2446417514560555
6.109564,0.24749614784487106
6.116232,0.24872234048813185
6.1229,0.24833840103645743
6.129567,0.24620377998946524
6.136235,0.24221315666134136
6.142902,0.23656738631390184
6.14957,0.22959787153166544
6.156237,0.2217066593005205
6.162905,0.21334656652357192
6.169572,0.2048662152868176
6.17624,0.1965285258146488
6.182907,0.1883836882246085
6.189575,0.1803291244596179
6.196243,0.17213222652124494
6.20291,0.16343310190223448
6.209578,0.15413942612651677
6.216245,0.1443676417527078
6.222913,0.13434517381203456
6.22958,0.1245264810786256
6.236248,0.11546861673677275
6.242916,0.10767006971375515
6.249583,0.10119746522785147
6.25625,0.09572402592988788
6.262918,0.09082437965669804
6.269586,0.08607539039642156
6.276253,0.08127203765009608
6.28292,0.07636211584069327
6.289588,0.07141564108236094
6.296256,0.06666101356646581
6.302923,0.06245386506069367
6.309591,0.05912023633128534
6.316259,0.0565283767508032
6.322927,0.0544041003852265
6.329594,0.052709121394265784
6.336261,0.05131878005452198
6.342929,0.05000668669208867
6.349597,0.048584476706435405
6.356264,0.04689522957082142
6.362932,0.04489577218353328
6.369599,0.042710533918797144
6.376266,0.04049028865440357
6.382934,0.0383482325993087
6.389602,0.03646949426579807
6.396269,0.03505123294348204
6.402937,0.03418410131000555
6.409604,0.03374492661174452
6.416272,0.03348532174358817
6.422939,0.033236329745332915
6.429607,0.03283789417104829
6.436275,0.03214216224871853
6.442942,0.031117475074394857
6.449609,0.02983291342654465
6.456277,0.028394056498898167
6.462945,0.0269139325353627
6.469612,0.025492108373741322
6.47628,0.024117986025235943
6.482948,0.02276906320585234
6.489615,0.02153733575910146
6.496283,0.02050936114574333
6.50295,0.019741112189079334
6.509618,0.01926590947328348
6.516285,0.01897331633635346
6.522953,0.018684174417465532
6.529621,0.01828378040229065
6.536288,0.01767744776580314
