Time (min),Intensity (mAU)
1.165571,0.08943920707743819
1.172239,0.09079041118455562
1.178906,0.09122023221687986
1.185574,0.090934045918558
1.192242,0.09028115032545594
1.198909,0.0894650383702313
1.205577,0.08870677701279597
1.212244,0.0881553538394455
1.218912,0.08785823549715668
1.225579,0.08791772323177825
1.232247,0.0883732309935073
1.238914,0.08901566298742022
1.245582,0.08956282493138129
1.252249,0.08993151607876482
1.258917,0.09007020047320316
1.265585,0.08985805084861839
1.272252,0.08925349613614142
1.27892,0.08825441020688324
1.285587,0.08690158766179164
1.292255,0.0854009841176141
1.298923,0.08395644296742899
1.30559,0.08252549152107266
1.312258,0.08102854614289172
1.318925,0.07950202182120913
1.325593,0.07793593912669688
1.33226,0.07628117358570033
1.338928,0.07451091163404887
1.345595,0.07268167347604403
1.352263,0.07092338741832238
1.35893,0.06947187533969347
1.365598,0.06847915202679829
1.372266,0.0677860891219936
1.378933,0.06682875964654378
1.385601,0.06379111930999519
1.392268,0.05585864044952664
1.398936,0.040598110435248254
1.405603,0.015582291658171491
1.412271,-0.024136369627169696
1.418939,-0.08404818200253446
1.425606,-0.1657340368257872
1.432274,-0.2649213444517929
1.438941,-0.375036422780615
1.445609,-0.4888084069671833
1.452276,-0.596657584093382
1.458944,-0.6882489810346637
1.465611,-0.7559105212114288
1.472279,-0.799678450416027
1.478946,-0.8264811248053303
1.485614,-0.8445340674549768
1.492282,-0.8603148406667018
1.498949,-0.8797598065097859
1.505617,-0.9114760808666378
1.512284,-0.961567646033139
1.518952,-1.0271762503613475
1.525619,-1.0995352460357135
1.532287,-1.1686197849559912
1.538954,-1.2246492474580988
1.545622,-1.257393039583607
1.552289,-1.258861383691074
1.558957,-1.2307035566311721
1.565625,-1.1845910001185718
1.572292,-1.1370588586072716
1.57896,-1.1026135896377303
1.585627,-1.0892208325267774
1.592295,-1.0985932707075934
1.598963,-1.127196161757134
1.60563,-1.1662036539944118
1.612298,-1.203414519459025
1.618965,-1.2273924318414904
1.625633,-1.2339198156495543
1.6323,-1.2234376301973158
1.638968,-1.198930496764544
1.645635,-1.1658675657186572
1.652303,-1.1311675696450887
1.65897,-1.1028119125853828
1.665638,-1.088789739119001
1.672306,-1.0943263136231125
1.678973,-1.1182940601816016
1.685641,-1.1546624290924037
1.692308,-1.1955922850934377
1.698976,-1.2310087770781681
1.705643,-1.2513686107565125
1.712311,-1.2495495048481224
1.718979,-1.2247008703389166
1.725646,-1.1821620391987286
1.732314,-1.130899784249391
1.738981,-1.0808793369194813
1.745649,-1.0395314978838996
1.752316,-1.0112470716201734
1.758984,-0.9979035041598641
1.765651,-0.9972112943936361
1.772319,-1.0045567557828434
1.778986,-1.014736768553002
1.785654,-1.025414644570739
1.792322,-1.0356670413026703
1.798989,-1.0455327343567213
1.805657,-1.0561696425168807
1.812324,-1.0675557501993858
1.818992,-1.0783776003951804
1.825659,-1.0862720401055523
1.832327,-1.08716062297795
1.838995,-1.0759692264641711
1.845662,-1.0473044448635351
1.852329,-0.9974366405006658
1.858997,-0.9248959476975762
1.865665,-0.8324080895622703
1.872332,-0.7260830089365048
1.879,-0.6135097449015954
1.885667,-0.503343989856545
1.892335,-0.4043116808739413
1.899002,-0.32603730600770386
1.90567,-0.2744244636061953
1.912338,-0.24135857142640074
1.919005,-0.20313815714984174
1.925673,-0.13277468508226004
1.93234,-0.015326136373940796
1.939008,0.16680508241991787
1.945675,0.44292701569182535
1.952343,0.8378656709020321
1.95901,1.3432395286619427
1.965678,1.9168399991856355
1.972346,2.5097800652544677
1.979013,3.0703586610495064
1.985681,3.5362294326815302
1.992348,3.837041664042415
1.999016,3.9228368709058223
2.005683,3.801025962936559
2.012351,3.5303649425249137
2.019018,3.188050167357182
2.025686,2.8395249002250083
2.032354,2.5378549359899507
2.039021,2.327299904171941
2.045689,2.2202846007641632
2.052356,2.1960379609907714
2.059024,2.2184037873839815
2.065691,2.258929337703619
2.072359,2.302734378995588
2.079026,2.3422371602212317
2.085694,2.3747381728694292
2.092361,2.4004103088303346
2.099029,2.4202894157571424
2.105697,2.4363762803229454
2.112364,2.449535557408621
2.119032,2.4594737840345244
2.125699,2.463414451801021
2.132367,2.4572980890194933
2.139035,2.436477673723748
2.145702,2.3981046767952137
